,Kelurahan,Kecamatan,Nama Starbucks,Alamat
116,Rawabadak Sel.,KOJA,"Politeknik LP3I Jakarta, Kampus Jakarta Utara","Alamat: Jl. Plumpang Semper No.27, RT.9/RW.2, Rawabadak Sel., Kec. Koja, Jkt Utara, Daerah Khusus Ibukota Jakarta 14230 "
117,Sukapura,CILINCING,Institut Jaya Sakti,"Alamat: Jl. Tipar Cakung I No. 1 RT 009 %2F RW 03 Rorotan Cilincing Jakarta Utara DKI Jakarta, RT.1/RW.4, Sukapura, Kec. Cilincing, Jkt Utara, Daerah Khusus Ibukota Jakarta 14140 "
118,Sukapura,CILINCING,Sekolah kelap gading,"Alamat: Jl. Terusan Klp. Hybrida No.15, RT.9/RW.1, Sukapura, Kec. Cilincing, Jkt Utara, Daerah Khusus Ibukota Jakarta 14140 "
119,Marunda,CILINCING,CAMPUS,"Alamat: Jl. Marunda Makmur No.1, RT.1/RW.1, Marunda, Kec. Cilincing, Jkt Utara, Daerah Khusus Ibukota Jakarta 14150 "
120,Marunda,CILINCING,SPMI AMD,"Alamat: Jl. Marunda Tim. No.28, Marunda, Kec. Cilincing, Jkt Utara, Daerah Khusus Ibukota Jakarta 14150 "
121,Marunda,CILINCING,Sekolah Tinggi Ilmu Pelayaran Jakarta,"Alamat: Jl. Marunda Makmur, RW.1, Marunda, Kec. Cilincing, Jkt Utara, Daerah Khusus Ibukota Jakarta 14150 "
122,Marunda,CILINCING,Sekolah Tinggi Manajemen Transportasi (STMT Malahayati Jakarta),"Alamat: 7, RT.7/RW.5, Marunda, Kec. Cilincing, Jkt Utara, Daerah Khusus Ibukota Jakarta 14150 "
123,Marunda,CILINCING,Auditorium STIP Jakarta,"Alamat: Auditorium, Jl. Marunda Makmur, RT.2/RW.1, Marunda, Kec. Cilincing, Jkt Utara, Daerah Khusus Ibukota Jakarta 14150 "
124,Marunda,CILINCING,Perpustakaan STIP Jakarta,"Alamat: VXW5+X6H, Jl. Marunda Makmur, RT.1/RW.1, Marunda, Kec. Cilincing, Jkt Utara, Daerah Khusus Ibukota Jakarta 14150 "
125,Marunda,CILINCING,gapura luar djadajat,"Alamat: Jl. Sungai Tiram No.5, RT.8/RW.2, Marunda, Kec. Cilincing, Jkt Utara, Daerah Khusus Ibukota Jakarta 14150 "
126,Semper Tim.,CILINCING,Rumah Fiqih,"Alamat: Jl. Kebantenan VIII No.2, RT.8/RW.7, Semper Tim., Kec. Cilincing, Jkt Utara, Daerah Khusus Ibukota Jakarta 14130 "
127,Rorotan,CILINCING,Universitas Teknologi Muhammadiyah Jakarta,"Alamat: 1, Jl. Sungai Kendal No.53, RT.1/RW.8, Rorotan, Kec. Cilincing, Jkt Utara, Daerah Khusus Ibukota Jakarta 14140 "
128,Rorotan,CILINCING,Saung paru bengkok,"Alamat: VXC8+834, Kp, Jl. Sarang Bango, RT.8/RW.5, Rorotan, Kec. Cilincing, Jkt Utara, Daerah Khusus Ibukota Jakarta 14140 "
129,Semper Bar.,CILINCING,Yayasan Hati Harapan Nusantara,"Alamat: VWP9+MJ2, Jl. Kesemek, Semper Bar., Kec. Cilincing, Jkt Utara, Daerah Khusus Ibukota Jakarta "
130,Semper Bar.,CILINCING,Andry,"Alamat: Jl. Lorong IVC No.32, RT.7/RW.7, Semper Bar., Kec. Cilincing, Jkt Utara, Daerah Khusus Ibukota Jakarta 14130 "
131,Pademangan Bar.,PADEMANGAN,Universitas al azhar,"Alamat: Jl. Budi Mulia No.7, RT.7/RW.12, Pademangan Bar., Kec. Pademangan, Jkt Utara, Daerah Khusus Ibukota Jakarta 14420 "
132,Ancol,PADEMANGAN,Universitas Bunda Mulia,"Alamat: Jl. Lodan Raya No.2, RW.2, Ancol, Kec. Pademangan, Jkt Utara, Daerah Khusus Ibukota Jakarta 14430 "
133,Ancol,PADEMANGAN,SUPANGAT,"Alamat: Jl. Mangga Dua Raya No.69, RT.11/RW.5, Ancol, Kec. Pademangan, Jkt Utara, Daerah Khusus Ibukota Jakarta 14430 "
134,Pegangsaan Dua,KELAPA GADING,Universitas Majapahit,"Alamat: Jl. Boulevard Raya No.11, RT.13/RW.15, Pegangsaan Dua, Kec. Klp. Gading, Jkt Utara, Daerah Khusus Ibukota Jakarta 14240 "
135,Pegangsaan Dua,KELAPA GADING,STIE UniSadhuGuna (UBS Business School),"Alamat: Blok RA11, Jl. Boulevard Raya, RT.13/RW.15, Pegangsaan Dua, Kec. Klp. Gading, Jkt Utara, Daerah Khusus Ibukota Jakarta 14240 "
136,Pegangsaan Dua,KELAPA GADING,Pythagoras College,"Alamat: RWG6+7CJ, Jl. Kulintang, RT.7/RW.7, Pegangsaan Dua, Kec. Klp. Gading, Jkt Utara, Daerah Khusus Ibukota Jakarta 14240 "
137,Klp. Gading Bar.,KELAPA GADING,UKRIDA Kampus III,"Alamat: Kokan Permata Klp. Gading, Blok A, Jl. Boulevard Bukit Gading Raya No.6, RT.15/RW.8, Klp. Gading Bar., Kec. Klp. Gading, Jkt Utara, Daerah Khusus Ibukota Jakarta 14240 "
138,Klp. Gading Bar.,KELAPA GADING,STMIK Jibes,"Alamat: Jl. Bulevar Utara Kelapa Gading Blok QJ7 No.1, RT.2/RW.9, Klp. Gading Bar., Kec. Klp. Gading, Jkt Utara, Daerah Khusus Ibukota Jakarta 14240 "
139,Klp. Gading Bar.,KELAPA GADING,Raffles Kampus,"Alamat: Jl. Boulevard Raya Blk. D No.1, RT.13/RW.18, Klp. Gading Bar., Kec. Klp. Gading, Jkt Utara, Daerah Khusus Ibukota Jakarta 14240 "
140,Klp. Gading Bar.,KELAPA GADING,Kampus STTAL Hidros,"Alamat: Mess Peg Tengger, Jl. Ganesha No.1, RT.17/RW.2, Klp. Gading Bar., Kec. Klp. Gading, Jkt Utara, Daerah Khusus Ibukota Jakarta 14240 "
141,Klp. Gading Bar.,KELAPA GADING,Institut Teologi Dan Kepemimpinan REM,"Alamat: Jl. Pelepah Kuning III Bl WE-2%2F4 GK Kelapa Gading Barat Kelapa Gading Jakarta Utara DKI Jakarta, RT.5/RW.7, Klp. Gading Bar., Kec. Klp. Gading, Jkt Utara, Daerah Khusus Ibukota Jakarta 14240 "
142,Cengkareng Bar.,CENGKARENG,Universitas Nusa Mandiri Kampus Cengkareng,"Alamat: Jl. Kamal Raya No. 18, RT.1/RW.6, Ring Road Barat, Cengkareng Barat, Cengkareng, RT.6/RW.3, Cengkareng Bar., Kecamatan Cengkareng, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11730 "
143,Duri Kosambi,CENGKARENG,Kampus Akademi Teknik Informatika Tunas Bangsa Jakarta,"Alamat: Jl. Raya Duri Kosambi No.3, RT.2/RW.8, Duri Kosambi, Kecamatan Cengkareng, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11750 "
144,Duri Kosambi,CENGKARENG,Institut Teknologi PLN,"Alamat: Menara PLN, Jl. Lkr. Luar Barat, RT.1/RW.1, Duri Kosambi, Kecamatan Cengkareng, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11750 "
145,Duri Kosambi,CENGKARENG,ReyhanArta,"Alamat: Gg. Hj. Salbiah No.15, RT.13/RW.2, Duri Kosambi, Kecamatan Cengkareng, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11750 "
146,Duri Kosambi,CENGKARENG,Tongkrongan HIMAPRODIT (D3 Teknologi Listrik),"Alamat: Stt-pln Cengkareng, Duri Kosambi, Kecamatan Cengkareng, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11750 "
147,Rw. Buaya,CENGKARENG,Sti Administrasi Sekretari Bunda Hati Kudus,"Alamat: RPRQ+WHC, RT.8/RW.2, Rw. Buaya, Kecamatan Cengkareng, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11740 "
148,Rw. Buaya,CENGKARENG,An Niddah Al Islami,"Alamat: Jl. Rawa Buaya No.7, RT.13/RW.1, Rw. Buaya, Kecamatan Cengkareng, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11740 "
149,Rw. Buaya,CENGKARENG,Kolam om Hendrik,"Alamat: Jl. Gotong Royong Jl. Anggur Raya No.107, RT.10, Rw. Buaya, Kecamatan Cengkareng, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11740 "
150,Kedaung Kali Angke,CENGKARENG,Telkom University Kampus Jakarta - Kampus 1,"Alamat: Jl. Raya Daan Mogot No.KM. 11, RW.4, Kedaung Kali Angke, Kecamatan Cengkareng, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11710 "
151,Kapuk,CENGKARENG,Suryana TI,"Alamat: Jl. Kapuk Raya Jl. Masjid Al Munawaroh Barat No.10, RT.10/RW.11, Kapuk, Kecamatan Cengkareng, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11720 "
152,Cengkareng Tim.,CENGKARENG,Universitas Bina Sarana Informatika Kampus Cengkareng (UBSI Cengkareng),"Alamat: Jl. Kamal Raya No.18, RT.6/RW.3, Cengkareng Tim., Kecamatan Cengkareng, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11730 "
153,Cengkareng Tim.,CENGKARENG,Jurusan Manajemen,"Alamat: VP4J+MC8, RT.6/RW.8, Cengkareng Tim., Kecamatan Cengkareng, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11730 "
154,Cengkareng Tim.,CENGKARENG,Maymudah kampus,"Alamat: Jl. Kamal Raya No.18, RW.3, Cengkareng Tim., Kecamatan Cengkareng, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11730 "
155,Cengkareng Tim.,CENGKARENG,Stikom Cki,"Alamat: Jalan Daan Mogot No. 9 KM. 13.5, RT.12/RW.2, Cengkareng Barat, Cengkareng, RT.1/RW.1, Cengkareng Tim., Kecamatan Cengkareng, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11730 "
156,Cengkareng Tim.,CENGKARENG,Universitas Gunadarma,"Alamat: Mutiara Taman Palem, Jl. Raya Outer Ringroad, Jl. Ruko Mutiara Palem Raya Blok C7 No.20, RT.7/RW.14, Cengkareng Tim., Kecamatan Cengkareng, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11730 "
157,Cengkareng Tim.,CENGKARENG,Kampus Biru Penerbangan STP Aviasi,"Alamat: VPGJ+QFQ, Jl. Lkr. Luar Barat, RT.12/RW.11, Cengkareng Tim., Kecamatan Cengkareng, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11730 "
158,Grogol,GROGOL PETAMBURAN,Universitas Trisakti,"Alamat: Jl. Letjen S. Parman No.1, RT.6/RW.16, Grogol, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11440 "
159,Tj. Duren Utara,GROGOL PETAMBURAN,Universitas Dian Nusantara Kampus Tanjung Duren,"Alamat: Jl. Tj. Duren Bar. 2 No.1, RT.1/RW.5, Tj. Duren Utara, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11470 "
160,Tj. Duren Utara,GROGOL PETAMBURAN,Pintu Utara Blok E Ukrida,"Alamat: RQGQ+WCP, RT.12/RW.2, Tj. Duren Utara, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11470 "
161,Tj. Duren Utara,GROGOL PETAMBURAN,"Universitas Kristen Krida Wacana, Kampus I","Alamat: Jl. Tanjung Duren Raya No.4, RT.12/RW.2, Tj. Duren Utara, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11470 "
162,Tj. Duren Utara,GROGOL PETAMBURAN,Pengkolan,"Alamat: Jl. Letjen S. Parman No.1, RW.16, Tj. Duren Utara, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11440 "
163,Tomang,GROGOL PETAMBURAN,Universitas Trisakti Kampus A Gedung H,"Alamat: Jl. Kyai Tapa No.1, RT.6/RW.16, Tomang, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11440 "
164,Tomang,GROGOL PETAMBURAN,"Universitas Trisakti, Kampus B","Alamat: Jl. Kyai Tapa No.260, RT.5/RW.9, Tomang, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11440 "
165,Tomang,GROGOL PETAMBURAN,Universitas Tarumanagara,"Alamat: Tempat Parkir, Jl. Letjen S. Parman No.1, RT.6/RW.16, Tomang, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11440 "
166,Tomang,GROGOL PETAMBURAN,Fakultas Ilmu Komunikasi Universitas Timbul Nusantara - Ibek,"Alamat: No. 33- Grogol Petamburan, Jl. Mandala Utara No.34, RT.7/RW.7, Tomang, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11440 "
167,Tomang,GROGOL PETAMBURAN,鍾,"Alamat: Jl. Mandala Utara No.20, RT.11/RW.6, Tomang, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11440 "
168,Tomang,GROGOL PETAMBURAN,Jurusan Teknik Informatika (ss),"Alamat: Jl. Kyai Tapa No.101, RT.6/RW.16, Tomang, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11440 "
169,Jelambar,GROGOL PETAMBURAN,Kampus Jelambar Jakarta,"Alamat: Jl. Hadiah Utama 1 Kavling Polri, RT.5/RW.4, Jelambar, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11460 "
170,Jelambar,GROGOL PETAMBURAN,tempat sablon,"Alamat: e no rumah 1285, Jl. Hadiah Utama III, RT.10/RW.1, Jelambar, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11460 "
171,Jelambar,GROGOL PETAMBURAN,Sekolah Tinggi Manajemen Informatioka dan Teknologi,"Alamat: Hadiah Utama 5 Blok D-XV No.1, RT.7/RW.1, Jelambar, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11460 "
172,Tj. Duren Sel.,GROGOL PETAMBURAN,Universitas Agung Podomoro,"Alamat: L3-112, Jl. Letjen S. Parman No.28, RT.12/RW.6, Tj. Duren Sel., Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11470 "
173,Jelambar Baru,GROGOL PETAMBURAN,fighter 76 jelambar,"Alamat: Jl. Jelambar Barat IIC No.24, RW.11, Jelambar Baru, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11460 "
174,Jelambar Baru,GROGOL PETAMBURAN,Cerdas Bangsa,"Alamat: Komplek Taman Harapan Indah, Blok FF No. 2-8, Jelambar Baru, RT.6/RW.5, Jelambar Baru, Kec. Grogol petamburan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 14410 "
175,Wijaya Kusuma,GROGOL PETAMBURAN,Universitas Mathla'ul Anwar Jakarta,"Alamat: Jl. Al-Amanah No. 1 Kav. Polri Wijayakusuma, RT.8/RW.10, Wijaya Kusuma, Grogol petamburan, West Jakarta City, Jakarta 11460 "
176,Krukut,TAMAN SARI,Sekolah Tinggi Teologi Cipanas,"Alamat: Jl. KH Zainul Arifin 9 Krukut Taman Sari Jakarta Barat DKI Jakarta, RT.4/RW.7, Krukut, Kec. Taman Sari, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11140 "
177,Krukut,TAMAN SARI,ANXI FKIP Mandarin C Universitas Kristen Indonesia,"Alamat: Jl. Kebahagiaan No.54, RT.4/RW.1, Krukut, Kec. Taman Sari, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11140 "
178,Tangki,TAMAN SARI,Sekolah Tinggi Teologi Lintas Budaya,"Alamat: Jl. Mangga Besar IX%2F2 D-2-3 Tangki Taman Sari Jakarta Barat DKI Jakarta, RT.4/RW.3, Tangki, Kec. Taman Sari, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11170 "
179,Mangga Besar,TAMAN SARI,Tempat kursus miss universe,"Alamat: Jl. Blustru No.24, RT.1/RW.6, Mangga Besar, Kec. Taman Sari, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11180 "
180,Keagungan,TAMAN SARI,Lingga pramudi,"Alamat: Jl. Kesederhanaan No.24 C, RT.3/RW.7, Keagungan, Kec. Taman Sari, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11130 "
181,Keagungan,TAMAN SARI,STT Pantekosta Jakarta,"Alamat: Apartemen Mediterania Gajah Mada, Lt G2,15, Jl. Gajah Mada No.174, Keagungan, Kec. Taman Sari, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11130 "
182,Keagungan,TAMAN SARI,ANXI FKIP Mandarin C Universitas Kristen Indonesia,"Alamat: Apartemen Mediterania Gajah Mada, Lt G2,15, Jl. Gajah Mada No.174, Keagungan, Kec. Taman Sari, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11130 "
183,Pinangsia,TAMAN SARI,Wiyatamandala School Of Business,"Alamat: Jl. Mangga Dua Raya No.8, RT.5/RW.3, Pinangsia, Kec. Taman Sari, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11110 "
184,Pinangsia,TAMAN SARI,Gedoeng BNI,"Alamat: Kota Tua, Jl. Lada No.1, RT.4/RW.6, Pinangsia, Kec. Taman Sari, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11110 "
185,Krendang,TAMBORA,Sekolah Tinggi Manajemen Informatika Dan Komputer MH Thamrin,"Alamat: Jl. KH.Moh.Mansyur No.19-25, RT.1/RW.2, Krendang, Kec. Tambora, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11260 "
186,Pekojan,TAMBORA,Acel,"Alamat: Jl. Pengukiran III No.12, RT.11/RW.2, Pekojan, Kec. Tambora, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11240 "
187,Duri Sel.,TAMBORA,Syahrull,"Alamat: RRR4+HCH, Jl. Duri Selatan I, RT.1/RW.1, Duri Sel., Kec. Tambora, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta "
188,Sukabumi Sel.,KEBON JERUK,Tiga Aurod,"Alamat: Jl. Panjang Kp. Baru No.7, RT.4/RW.No.212, Sukabumi Sel., Kec. Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11560 "
189,Duri Kepa,KEBON JERUK,Universitas Esa Unggul Kampus Jakarta,"Alamat: Jl. Arjuna Utara No.9, Duri Kepa, Kec. Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11510 "
190,Duri Kepa,KEBON JERUK,UKRIDA KAMPUS 2,"Alamat: Jl. Arjuna Utara No.142, RT.6/RW.2, Duri Kepa, Kec. Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11510 "
191,Duri Kepa,KEBON JERUK,Fakultas Ilmu Komunikasi,"Alamat: RQ7H+JH8, RT.1/RW.2, Duri Kepa, Kec. Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11510 "
192,Duri Kepa,KEBON JERUK,IKS. PI kera sakti ranting banyuates,"Alamat: Ratu Cempaka Timur, Duri Kepa, Kec. Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11510 "
193,Kedoya Utara,KEBON JERUK,Universitas muhammadiyah jakarta,"Alamat: RQM7+2FH, Kedoya Utara, Kec. Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta "
194,Kedoya Utara,KEBON JERUK,Universitas Agung Podomoro,"Alamat: RQJ5+MG9, RT.1/RW.4, Kedoya Utara, Kec. Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11520 "
195,Kedoya Sel.,KEBON JERUK,Teknik Informatika,"Alamat: RQ76+G35, RT.7/RW.3, Kedoya Sel., Kec. Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11520 "
196,Kedoya Sel.,KEBON JERUK,Institut Sains dan Teknologi Al-Kamal (ISTA) Jakarta,"Alamat: Jl. Kedoya Raya No.2, RT.7/RW.3, Kedoya Sel., Kec. Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11520 "
197,Kedoya Sel.,KEBON JERUK,Kuliah Fleksibel,"Alamat: Jl. Al Kamal No.2, RT.7/RW.3, Kedoya Sel., Kec. Kb. Jeruk, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11520 "
198,Semanan,KALIDERES,Lokaskli,"Alamat: Jl. Mesjid Nurul Iman No.12C, RT.3/RW.8, Semanan, Kec. Kalideres, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11850 "
199,Semanan,KALIDERES,rumah rifki,"Alamat: RT.9/RW.3 No.75, RT.9/RW.3, Semanan, Kec. Kalideres, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11850 "
200,Tegal Alur,KALIDERES,Ha,"Alamat: VPP7+WJQ, RT.11/RW.2, Tegal Alur, Kec. Kalideres, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11820 "
201,Tegal Alur,KALIDERES,Kongwino,"Alamat: Jl. Menceng Raya No.4, RT.4/RW.6, Tegal Alur, Kec. Kalideres, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11820 "
202,Kec. Palmerah,PALMERAH,Universitas nasional,"Alamat: Jl. Andong I No.7, RT.7/RW.6, Kota Bambu Sel., Kec. Palmerah, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11420 "
203,Kec. Palmerah,PALMERAH,Rumah KAGAMA,"Alamat: Jl. Palmerah Utara No.90A, Palmerah, Kec. Palmerah, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11480 "
204,Kec. Palmerah,PALMERAH,Universitas Bina Nusantara - Kampus Syahdan,"Alamat: Jl. Kyai H. Syahdan No.9, Kemanggisan, Kec. Palmerah, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11480 "
205,Kec. Palmerah,PALMERAH,"BINUS UNIVERSITY, Kampus Kijang","Alamat: Jl. Kemanggisan Ilir III No.45, Kemanggisan, Kec. Palmerah, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11480 "
206,Slipi,PALMERAH,Universitas Bina Sarana Informatika Slipi (UBSI Slipi),"Alamat: Jl. Kemanggisan Utama Raya, RT.3/RW.2, Slipi, Kec. Palmerah, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11480 "
207,Slipi,PALMERAH,University of Tasmania Australia International Education Programs,"Alamat: Jl. Letjen S. Parman No.Kav 76, RT.4/RW.3, Slipi, Kec. Palmerah, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11410 "
208,Slipi,PALMERAH,Institut Teknologi & Bisnis Kalbe (ITBK),"Alamat: Jl. Letjend. S. Parman Kav. 76 Slipi Palmerah Jakarta Barat DKI Jakarta, RT.9/RW.3, Slipi, Kec. Palmerah, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11410 "
209,Slipi,PALMERAH,Lembaga Manajemen Barunawati,"Alamat: Jl. Aipda KS Tubun III 7 Slipi Palmerah Jakarta Barat DKI Jakarta, RT.14/RW.5, Slipi, Kec. Palmerah, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11410 "
210,Slipi,PALMERAH,STIE IGI,"Alamat: Jl. Anggrek Cendrawasih VIII No.1, RT.4/RW.4, Slipi, Kec. Palmerah, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11480 "
211,Kemanggisan,PALMERAH,Universitas Bina Nusantara - Kampus Syahdan,"Alamat: Jl. Kyai H. Syahdan No.9, Kemanggisan, Kec. Palmerah, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11480 "
212,Kemanggisan,PALMERAH,"BINUS UNIVERSITY, Kampus Kijang","Alamat: Jl. Kemanggisan Ilir III No.45, Kemanggisan, Kec. Palmerah, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11480 "
213,Kemanggisan,PALMERAH,Fakultas Kedokteran,"Alamat: Jl. Letjen S. Parman No.1, RT.12/RW.1, Kemanggisan, Kec. Palmerah, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11480 "
214,Kota Bambu Sel.,PALMERAH,Universitas nasional,"Alamat: Jl. Andong I No.7, RT.7/RW.6, Kota Bambu Sel., Kec. Palmerah, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11420 "
215,Kota Bambu Sel.,PALMERAH,AKATELKOM,"Alamat: Jalan Ks tubun 1 No 24, Jakarta Barat, Petamburan, Kota bambu, kota bambu, RT.4/RW.2, Kota Bambu Sel., Kec. Palmerah, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11420 "
216,Meruya Utara,KEMBANGAN,Yayasan Universitas Mercu Buana GD Smpt,"Alamat: Jl. Meruya Selatan No.7, RT.4/RW.1, Meruya Utara, Kec. Kembangan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11620 "
217,Meruya Utara,KEMBANGAN,P2t Mas Campus,"Alamat: JL Meruya Ilir Raya, Kembangan, Taman Meruya Ilir Blok. E no. 7, RT.1/RW.6, Meruya Utara, Kec. Kembangan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11620 "
218,Meruya Sel.,KEMBANGAN,Universitas Mercu Buana,"Alamat: Jl. Raya, RT.4/RW.1, Meruya Sel., Kec. Kembangan, Jakarta, Daerah Khusus Ibukota Jakarta 11650 "
219,Meruya Sel.,KEMBANGAN,Diah Utami,"Alamat: QPRM+CFG, RT.8/RW.8, Meruya Sel., Kec. Kembangan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11650 "
220,Meruya Sel.,KEMBANGAN,Gedung C,"Alamat: Jl. Meruya Selatan No.114, RT.4/RW.1, Meruya Sel., Kec. Kembangan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11610 "
221,Meruya Sel.,KEMBANGAN,Gedung D,"Alamat: Jl. H. Lebar No.18B, RT.4/RW.1, Meruya Sel., Kec. Kembangan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11610 "
222,Joglo,KEMBANGAN,PT Sahabat Alter Indonesia,"Alamat: Jl. Joglo Raya No.60, RT.10/RW.3, Joglo, Kec. Kembangan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11640 "
223,Joglo,KEMBANGAN,Sekolahart Jjglo usjs,"Alamat: QPGG+8VM, Jl. Musyawarah, Joglo, Kec. Kembangan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11640 "
224,Kembangan Sel.,KEMBANGAN,jakarta,"Alamat: 3, RW.6, Kembangan Sel., Kec. Kembangan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta "
225,Kembangan Sel.,KEMBANGAN,Fakultas Ilmu Komunikasi,"Alamat: RQ84+FFQ, RT.11/RW.5, Kembangan Sel., Kec. Kembangan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11610 "
226,Kembangan Sel.,KEMBANGAN,Fakultas Teknik Sipil dan Perencanaan,"Alamat: RQ84+79W, RT.11/RW.5, Kembangan Sel., Kec. Kembangan, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11610 "
227,Tebet Tim.,TEBET,Proyek,"Alamat: Jl. Tebet Timur Dalam II No.3, RW.4, Tebet Tim., Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12820 "
228,Tebet Tim.,TEBET,Lj,"Alamat: Jl. Tebet Timur Dalam I A No.1-15, RT.8/RW.4, Tebet Tim., Kec. Tebet, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12820 "
