,Kelurahan,Kecamatan,Nama Starbucks,Alamat
448,Cipinang Besar Sel.,JATINEGARA,Sekretariat Teknik Industri UMT,"Alamat: Jl. Cipinang Besar No.2, RT.1/RW.1, Cipinang Besar Sel., Kecamatan Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13410 "
449,Cipinang Besar Utara,JATINEGARA,Fakultas Maritim,"Alamat: Jl. Cipinang Besar No.31, RT.1/RW.1, Cipinang Besar Utara, Kecamatan Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13410 "
450,Cipinang Besar Utara,JATINEGARA,Universitas Mpu Tantular,"Alamat: Jl. Cipinang Besar No.2, RW.1, Cipinang Besar Utara, Kecamatan Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13410 "
451,Cipinang Besar Utara,JATINEGARA,cipinang latihan,"Alamat: QVJH+784, Cipinang Besar Utara, Kecamatan Jatinegara, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta "
452,Kramat Jati,KRAMAT JATI,Akademi Keperawatan Polri RS,"Alamat: Jl. Rs. Polri No.5, RT.1/RW.5, Kramat Jati, Kec. Kramat jati, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13510 "
453,Kp. Tengah,KRAMAT JATI,Kampus B Universitas MH Thamrin,"Alamat: Jl. Raya Jakarta-Bogor No.KM 20, RT.2/RW.5, Kp. Tengah, Kec. Kramat jati, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13520 "
454,Kp. Tengah,KRAMAT JATI,Teknik Elektromedik UMHT,"Alamat: Jl. Raya Jakarta-Bogor, RT.2/RW.5, Kp. Tengah, Kec. Kramat jati, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13540 "
455,Kp. Tengah,KRAMAT JATI,Syahrul syabanassahri,"Alamat: Jl. Raya Bogor gang mushollah ar-rohman No.29, RT.5/RW.8, Kp. Tengah, Kec. Kramat jati, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13540 "
456,Dukuh,KRAMAT JATI,Kamlus stain,"Alamat: stain panyabungan, Jl. Kampus, RT.16/RW.4, Dukuh, Kec. Kramat jati, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13550 "
457,Batu Ampar,KRAMAT JATI,Kampus Universitas MH. Thamrin Jakarta,"Alamat: Jl. Raya Bogor - Jakarta KM 20 Kramat Jati, RT.1/RW.6, Batu Ampar, Kec. Kramat jati, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13520 "
458,Batu Ampar,KRAMAT JATI,STIE INDONESIA RAYA,"Alamat: Jl. Raya Condet No.16, RT.5/RW.4, Batu Ampar, Kec. Kramat jati, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13520 "
459,Batu Ampar,KRAMAT JATI,Adil,"Alamat: Jl. Batu Bulat Jl. Condet Raya No.17, RT.17/RW.5, Batu Ampar, Cba, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13520 "
460,Batu Ampar,KRAMAT JATI,Basecamp Family,"Alamat: Jl. Raya Condet No.22, RT.5/RW.3, Batu Ampar, Kec. Kramat jati, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13530 "
461,Balekambang,KRAMAT JATI,STT IKSM Santosa Asih,"Alamat: PV64+234, RT.5/RW.3, Balekambang, Kec. Kramat jati, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13530 "
462,Cililitan,KRAMAT JATI,Universitas Pertiwi,"Alamat: Jl. Dewi Sartika No.Kav. 2-3, RT.6/RW.7, Cililitan, Kec. Kramat jati, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13640 "
463,Cililitan,KRAMAT JATI,STIE Pengembangan Bisnis Dan Manajemen,"Alamat: Jalan Dewi Sartika No.4 EF, RT.11/RW.7, Cililitan, Kec. Kramat jati, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13640 "
464,Cawang,KRAMAT JATI,Universitas Kristen Indonesia,"Alamat: Jl. Mayor Jendral Sutoyo, RT.5/RW.11, Cawang, Kec. Kramat jati, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13630 "
465,Cawang,KRAMAT JATI,Universitas Bina Sarana Informatika Kampus Dewi Sartika B (UBSI Dewi Sartika 289),"Alamat: Jl. Dewi Sartika No.289, Cawang, Kec. Kramat jati, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13630 "
466,Cawang,KRAMAT JATI,Universitas Surapati,"Alamat: No. 184 A, Jl. Dewi Sartika, RT.5/RW.12, Cawang, Kec. Kramat jati, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13630 "
467,Cawang,KRAMAT JATI,UNIVERSITAS KERTANEGARA,"Alamat: Stie Nusantara, Jl. Budhi No.21, RT.3/RW.5, Cawang, Kec. Kramat jati, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13630 "
468,Gedong,PASAR REBO,"Universitas Indraprasta (UNINDRA), Kampus B","Alamat: Jl. Raya Tengah No.80, RT.6/RW.1, Gedong, Kec. Ps. Rebo, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13760 "
469,Gedong,PASAR REBO,UNIVERSITAS INDRAPRASTHA PGRI,"Alamat: Jl. Raya Tengah No.80, RT.6/RW.1, Gedong, Kec. Ps. Rebo, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13760 "
470,Gedong,PASAR REBO,STKIP Kusuma Negara,"Alamat: Jl. Raya Bogor, RT.3/RW.4, Gedong, Kec. Ps. Rebo, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13770 "
471,Gedong,PASAR REBO,Fakultas Ilmu Pendidikan dan Pengetahuan Sosial Unindra,"Alamat: Jl. Tengah No.80, RT.1/RW.3, Gedong, Kec. Ps. Rebo, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13760 "
472,Cijantung,PASAR REBO,STIE KUSUMA NEGARA,"Alamat: Jl. Raya Bogor KM No.24, Pasar Rebo, RT.3/RW.4, Cijantung, Jakarta Timur, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13770 "
473,Cijantung,PASAR REBO,kampus,"Alamat: MVF4+995, Cijantung, Kec. Ps. Rebo, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta "
474,Cijantung,PASAR REBO,STKIP Kusuma Negara,"Alamat: MVF4+995, Cijantung, Kec. Ps. Rebo, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta "
475,Pekayon,PASAR REBO,UTP ( Universitas Tante Peggy ),"Alamat: Gg. Nasir No.7, RT.7/RW.3, Pekayon, Kec. Ps. Rebo, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13710 "
476,Pekayon,PASAR REBO,S1B,"Alamat: MV5C+RHF, Jl. Eri Sutrisna, RT.1/RW.4, Pekayon, Kec. Ps. Rebo, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13710 "
477,Pekayon,PASAR REBO,Arsitektur Universitas Jayabaya,"Alamat: Jl. Raya Bogor No.Km 28, Pekayon, Kec. Ps. Rebo, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13710 "
478,Pekayon,PASAR REBO,STEI Husnayain,"Alamat: Jl. Raya Lapan No.25, RT.9/RW.1, Pekayon, Kec. Ps. Rebo, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13710 "
479,Rw. Terate,CAKUNG,Arya wijaya,"Alamat: Jl. Swadaya III No.22, RT.5/RW.2, Rw. Terate, Kec. Cakung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13920 "
480,Pd. Klp.,DUREN SAWIT,Universitas Darma Persada,"Alamat: Jl. Taman Malaka Selatan No.8, RT.8/RW.6, Pd. Klp., Kec. Duren Sawit, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13450 "
481,Pd. Klp.,DUREN SAWIT,Fakultas Kesehatan Masyarakat,"Alamat: QW9G+W2M, RT.8/RW.6, Pd. Klp., Kec. Duren Sawit, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13450 "
482,Pd. Klp.,DUREN SAWIT,Universitas Sriwijaya,"Alamat: QW9G+V24, RT.8/RW.6, Pd. Klp., Kec. Duren Sawit, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13450 "
483,Pd. Klp.,DUREN SAWIT,Universitas Azzahra Kampus Kalimalang,"Alamat: No 45 Ruko Eksklusif/4, Jl. Kincan Raya, RT.9/RW.13, Pd. Klp., Kec. Duren Sawit, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13450 "
484,Pd. Klp.,DUREN SAWIT,Kampus A Universitas Borobudur,"Alamat: Jl. Raya Kalimalang No.1, RT.4/RW.4, Pd. Klp., Kec. Duren Sawit, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13450 "
485,Malaka Sari,DUREN SAWIT,UNIVERSITAS DARMA PERSADAA,"Alamat: Gg.Jembatan Pintu air No.13, RT.13/RW.8, Malaka Sari, Kec. Duren Sawit, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13460 "
486,Malaka Sari,DUREN SAWIT,Muhammad fareal Juhana,"Alamat: Jl. Malaka Raya No.150, RT.5/RW.10, Malaka Sari, Kec. Duren Sawit, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13460 "
487,Halim Perdana Kusumah,MAKASAR,"Magister Hukum Universitas Dirgantara Marsekal Suryadarma, Kampus B","Alamat: Komplek Angkasa, Jl. Angkasa 1 Blok N No.7K, Makasar, Kota Jakarta Timur, Daerah Khusus, Jl. Angkasa I No.07, RT.7/RW.9, Halim Perdana Kusumah, Kec. Makasar, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13610 "
488,Halim Perdana Kusumah,MAKASAR,Universitas Dirgantara Marsekal Suryadarma,"Alamat: Jl. Angkasa I No.8, RW.9, Halim Perdana Kusumah, Kec. Makasar, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13610 "
489,Halim Perdana Kusumah,MAKASAR,"Universitas Dirgantara Marsekal Suryadarma, Kampus A","Alamat: Jl. Halim Perdana Kusuma No.1, RT.1/RW.9, Halim Perdana Kusumah, Kec. Makasar, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13610 "
490,Halim Perdana Kusumah,MAKASAR,Fakultas Teknologi Kedirgantaraan Unsurya,"Alamat: Jl. Halim Perdana Kusuma No.1, RT.1/RW.9, Halim Perdana Kusumah, Kec. Makasar, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13610 "
491,Halim Perdana Kusumah,MAKASAR,Magister Manajemen,"Alamat: PVRM+MF8, RT.7/RW.9, Halim Perdana Kusumah, Kec. Makasar, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13610 "
492,Halim Perdana Kusumah,MAKASAR,Teknik Industri,"Alamat: PVRM+MF8, RT.7/RW.9, Halim Perdana Kusumah, Kec. Makasar, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13610 "
493,Halim Perdana Kusumah,MAKASAR,STIE Swadaya,"Alamat: Ruko Pondok Gede Indah, Jl. Raya Pd. Gede, RT.1/RW.8, Halim Perdana Kusumah, Makasar, East Jakarta City, Jakarta 13810 "
494,Cibubur,CIRACAS,Sekolah Tinggi Ilmu Kesehatan Mitra RIA Husada,"Alamat: Jl. Karya Bakti No.3, RT.8/RW.7, Cibubur, Kec. Ciracas, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13720 "
495,Susukan,CIRACAS,UNIVERSITAS IPWIJA,"Alamat: 16, Jl. H. Baping No.17, RT.10/RW.6, Susukan, Ciracas, East Jakarta City, Jakarta 13750 "
496,Susukan,CIRACAS,Pak Idrus,"Alamat: Jl. Asmin No.56, RT.8/RW.3, Susukan, Kec. Ciracas, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13750 "
497,Susukan,CIRACAS,Stikes Jayakarta,"Alamat: Jl. H. Baping No.4, RT.8/RW.6, Susukan, Kec. Ciracas, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13750 "
498,Susukan,CIRACAS,Akademi Farmasi Mahadhika,"Alamat: Jl. Suci No.9A, RT.1/RW.4, Susukan, Kec. Ciracas, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13540 "
