,Kelurahan,Kecamatan,Nama Starbucks,Alamat
229,Caturtunggal,DEPOK,PTIPD Timur UIN Sunan Kalijaga,"Alamat: Jl. Timoho, Papringan, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
230,Caturtunggal,DEPOK,STIKOM AKINDO JOGJA,"Alamat: Jl. Laksda Adisucipto No.279, Ambarukmo, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
231,Caturtunggal,DEPOK,Direktorat Aset,"Alamat: 69JH+MG6, Bulaksumur, Karang Malang, Caturtunggal, Kec. Depok, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55281 "
232,Caturtunggal,DEPOK,Sekolah Tinggi Pariwisata AMPTA,"Alamat: Jl. Laksda Adisucipto No.km 6, Nologaten, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
233,Caturtunggal,DEPOK,Departemen Teknik Sipil Sekolah Vokasi UGM,"Alamat: 69GF+696, Jl. Yacaranda Sekip Unit IV, Bulaksumur, Blimbing Sari, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
234,Caturtunggal,DEPOK,Kampus Program Studi Diploma III Bahasa Mandarin Sekolah Vokasi UGM,"Alamat: 69GF+38J, Sekip, Blimbing Sari, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
235,Caturtunggal,DEPOK,Kampus Fakultas Geofisika UGM,"Alamat: Program Studi/Laboratorium Geofisika Jurusan Fisika Fakultas MIPA UGM, Sekip Utara, 55281, Blimbing Sari, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
236,Caturtunggal,DEPOK,Direktorat Pengelolaan dan Pemeliharaan Aset UGM,"Alamat: Kantor Pusat UGM 2nd Floor, JL. Kaliurang, Bulaksumur, Karang Malang, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55223 "
237,Caturtunggal,DEPOK,Student Center UIN Sunan Kalijaga,"Alamat: Jl. Timoho No.64, Papringan, Caturtunggal, Kec. Depok, Kota Yogyakarta, Daerah Istimewa Yogyakarta 55221 "
238,Caturtunggal,DEPOK,Teknik Elektro Uny,"Alamat: Jl. Nologaten No.1, RW.02, Ambarukmo, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
239,Caturtunggal,DEPOK,꧋ꦈꦮꦶꦤ꧀ꦪꦺꦴꦒꦪꦏꦂꦠ,"Alamat: universitas islam negeri, Papringan, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta "
240,Caturtunggal,DEPOK,Kantor KAGAMA,"Alamat: Blk. D, Sagan, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
241,Caturtunggal,DEPOK,Diploma Ekonomika Dan Bisnis Sekolah Vokasi Universitas Gadjah Mada,"Alamat: 69GJ+537, JL. Prof.Dr.Mr.Drs. Notonegoro, Bulaksumur, Yogyakarta, Karang Malang, Caturtunggal, Depok, Sleman Regency, Special Region of Yogyakarta 55281 "
242,Caturtunggal,DEPOK,Progam Studi Megister Ketahanan Nasional,"Alamat: 69PG+5QJ, Kocoran, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
243,Caturtunggal,DEPOK,"Health & Sport Center, Yogyakarta State University","Alamat: Karang Malang, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
244,Caturtunggal,DEPOK,Kantor Rektorat UGM,"Alamat: Bulaksumur, 55281, Karang Malang, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
245,Caturtunggal,DEPOK,Akademi Pariwisata Ampari,"Alamat: JL Laksda Adisucipto 38 RT 012/04, Demangan, Gondokusuman, Yogyakarta, 55221, Ambarukmo, Caturtunggal, Depok, Sleman Regency, Special Region of Yogyakarta 55281 "
246,Caturtunggal,DEPOK,Institute Pertanian STIPER,"Alamat: Jl. Petung No.2, Papringan, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
247,Caturtunggal,DEPOK,Prodi Teknik Industri UIN SuKa,"Alamat: 697V+QJV, Papringan, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
248,Caturtunggal,DEPOK,Arsip Universitas Gadjah Mada,"Alamat: 2nd Floor L7 Building, Komplek Perpustakaan UGM, Yogyakarta, Caturtunggal, Kecamatan Depok, Karang Malang, Caturtunggal, Depok, Sleman Regency, Special Region of Yogyakarta 55281 "
249,Caturtunggal,DEPOK,Pascasarjana FIAI UII Yogyakarta,"Alamat: Universitas Islam Indonesia, Kampus Demangan, Jl. Demangan Baru No.24, Mrican, Caturtunggal, Depok, Sleman Regency, Special Region of Yogyakarta 55281 "
250,Caturtunggal,DEPOK,Program Studi Agribisnis UGM,"Alamat: Universitas Gadjah Mada, Jl. Flora, Kocoran, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
251,Caturtunggal,DEPOK,Kampus Terpadu Fakultas MIPA,"Alamat: JL. Kaliurang, Km. 14, 5, Manggung, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55582 "
252,Caturtunggal,DEPOK,Sekolah Vokasi UGM,"Alamat: Gedung SV UGM, Sekip Unit 1, Jl. Persatuan, Blimbing Sari, Caturtunggal, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
253,Maguwoharjo,DEPOK,Sekre FKIP Universitas Sanata Dharma,"Alamat: Jl. Kepuhsari No.16 D, Krodan, Maguwoharjo, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
254,Maguwoharjo,DEPOK,"Universitas Respati Yogyakarta, Kampus 2","Alamat: Jalan Raya Tajem KM.1,5, Maguwoharjo, Depok, Kenayan, Wedomartani, Kec. Ngemplak, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55282 "
255,Maguwoharjo,DEPOK,Kampus III Universitas Sanata Dharma,"Alamat: Jl. Paingan, Krodan, Maguwoharjo, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
256,Maguwoharjo,DEPOK,INSTIPER YOGYAKARTA,"Alamat: Jl. Nangka II, Krodan, Maguwoharjo, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
257,Maguwoharjo,DEPOK,KAMPUS S2 S3 FITK UIN SUKA,"Alamat: 6C9P+F3J, Sambelegi Kidul, Maguwoharjo, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
258,Maguwoharjo,DEPOK,Stmik Proactive,"Alamat: Jl. Ring Road Utara Jl. Nanggulan No.9, Nanggulan, Maguwoharjo, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55584 "
259,Maguwoharjo,DEPOK,Sekretariat Fakultas Sains dan Teknologi,"Alamat: 6CVC+QJ9, Krodan, Maguwoharjo, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
260,Maguwoharjo,DEPOK,Prodi S1 Farmasi,"Alamat: 6CWC+3QG, Jl. Paingan, Krodan, Maguwoharjo, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55282 "
261,Maguwoharjo,DEPOK,dyah,"Alamat: Jalan Raya Tajem KM.1,5, Maguwoharjo, Depok, Kenayan, Wedomartani, Kec. Ngemplak, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55282 "
262,Maguwoharjo,DEPOK,Rektorat INSTIPER,"Alamat: 6CQF+GW2, Krodan, Maguwoharjo, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
263,Maguwoharjo,DEPOK,Gedung PPG UIN Suka,"Alamat: 6C9P+66W, Jl. Rambutan, Sambelegi Kidul, Maguwoharjo, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
264,Maguwoharjo,DEPOK,Kampus Vokasi Universitas Sanata Dharma,"Alamat: Jl. Mekatronika Sanata Dharma, Krodan, Maguwoharjo, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
265,Maguwoharjo,DEPOK,Teknik Mesin Univ. Sanata Dharma,"Alamat: 6CVC+RMP, Krodan, Maguwoharjo, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
266,Maguwoharjo,DEPOK,Fakultas Pertanian,"Alamat: 6CQG+F7M, Krodan, Maguwoharjo, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
267,Maguwoharjo,DEPOK,Akademi Pariwisata Stipary,"Alamat: Jl. Ring Road Utara No.4, Nanggulan, Maguwoharjo, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55282 "
268,Maguwoharjo,DEPOK,Student Residence Universitas Sanata Dharma,"Alamat: Jenengan, Maguwoharjo, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
269,Maguwoharjo,DEPOK,KSR PMI Unit V Instiper Yogyakarta,"Alamat: 6CQF+FV8, Krodan, Maguwoharjo, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
270,Maguwoharjo,DEPOK,Pasca Sarjana FITK UIN Suka,"Alamat: 6C9P+872, Sambelegi Kidul, Maguwoharjo, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
271,Maguwoharjo,DEPOK,Gedung Program Magister dan Doktor FITK UIN Sunan Kalijaga,"Alamat: 6C9M+8XV, Sambelegi Kidul, Maguwoharjo, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
272,Maguwoharjo,DEPOK,Kebun Percobaan Biologi Universitas Sanata Dharma,"Alamat: 6CV9+6VF, Krodan, Maguwoharjo, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
273,Maguwoharjo,DEPOK,Arjuna Mangaroha Rajagukguk,"Alamat: Jl. Persada No.255, Krodan, Maguwoharjo, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
274,Maguwoharjo,DEPOK,"Laboratorium Jaringan Komputer, Universitas Sanata Dharma","Alamat: Jl. Kepuhsari No.16 D, Krodan, Maguwoharjo, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
275,Maguwoharjo,DEPOK,Lab Biologi Dan Kimia Sanata Dharma,"Alamat: 6CVC+W53, Krodan, Maguwoharjo, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
276,Maguwoharjo,DEPOK,Sekolah Penerbangan dan Pramugari,"Alamat: 6CPC+J84, Jenengan, Maguwoharjo, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta "
277,Maguwoharjo,DEPOK,STEAM LEARNING CENTER,"Alamat: 6CVC+W49, Jl. Jenengan Raya, Jenengan, Maguwoharjo, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
278,Maguwoharjo,DEPOK,Bimbingan Belajar Beta,"Alamat: 6CPQ+2QF, Jl. P. Diponegoro, Sembego, Maguwoharjo, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
279,Maguwoharjo,DEPOK,Exel Privat,"Alamat: Meguwo, Maguwoharjo, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
280,Condongcatur,DEPOK,"Universitas Islam Indonesia, Kampus Condong Catur","Alamat: 6CQ6+PQV, Ngringin, Condongcatur, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55283 "
281,Condongcatur,DEPOK,Ilmuku,"Alamat: Jl. Ring Road Utara No.17, Ngropoh, Condongcatur, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
282,Condongcatur,DEPOK,Upn.꧋ꦈꦥ꧀ꦤ꧀,"Alamat: 6CP5+CGM, Jl. Pintu Selatan UPN, Ngropoh, Condongcatur, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
283,Condongcatur,DEPOK,Magister Ilmu Pangan Universitas Mercu Buana Yogyakarta,"Alamat: Gg. Jemb. Merah No.84C, Soropadan, Condongcatur, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55283 "
284,Condongcatur,DEPOK,Universitas Amikom Yogyakarta,"Alamat: Jl. Ring Road Utara, Ngringin, Condongcatur, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
285,Condongcatur,DEPOK,Kampus UII,"Alamat: 69RQ+3X3, Jl. Ring Road Utara, Candok, Condongcatur, Kec. Depok, Kota Yogyakarta, Daerah Istimewa Yogyakarta "
286,Condongcatur,DEPOK,Joho Studies,"Alamat: 792R+HFH, Depok, Kentungan, Condongcatur, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
287,Condongcatur,DEPOK,Gedung 4 UNIVERSITAS AMIKOM YOGYAKARTA,"Alamat: 6CR5+3FP, Ngringin, Condongcatur, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
288,Condongcatur,DEPOK,Universitas Pembangunan Nasional Veteran Yogyakarta (UPN YK),"Alamat: Jl. SWK Jl. Ring Road Utara No.104, Ngropoh, Condongcatur, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55283 "
289,Condongcatur,DEPOK,Pusat Studi Wanita UPN Veteran Yogyakarta,"Alamat: 6CQ5+C4F, Jl. Padjajaran, Ngropoh, Condongcatur, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta "
290,Condongcatur,DEPOK,"Universitas Mercu Buana Yogyakarta, Kampus 2","Alamat: Gg. Jemb. Merah No.84C, Soropadan, Condongcatur, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55283 "
291,Condongcatur,DEPOK,Kelas Karyawan Universitas Mercu Buana Yogyakarta,"Alamat: 69RQ+3W8, Jl. Ring Road Utara, Candok, Condongcatur, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
292,Condongcatur,DEPOK,KSPM FEB Universitas Pembangunan Nasional VETERAN Yogyakarta,"Alamat: 6CP5+X97, Ngropoh, Condongcatur, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
293,Condongcatur,DEPOK,STIE SBI,"Alamat: Jl. Ring Road Utara No.17, Ngringin, Condongcatur, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55283 "
294,Condongcatur,DEPOK,"Fakultas Pertanian UPN ""Veteran"" Yogyakarta","Alamat: 6CQ6+482, Jl. Ring Road Utara, Ngropoh, Condongcatur, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
295,Condongcatur,DEPOK,"Kampus 4 USD, Fakultas Teologi Wedabhakti","Alamat: Jl. Kaliurang No.KM, RW.7, Joho, Condongcatur, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
296,Condongcatur,DEPOK,Himpunan Jurusan Teknik Geofisika,"Alamat: 6CQ6+6F5, Ngropoh, Condongcatur, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
297,Condongcatur,DEPOK,Unit 5 Universitas AMIKOM Yogyakarta,"Alamat: Jl. Mancasan Indah III No.14, Ngringin, Condongcatur, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
298,Condongcatur,DEPOK,Fakultas Sistem Informasi Transfer,"Alamat: 6CQ5+XH7, Ngringin, Condongcatur, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
299,Condongcatur,DEPOK,FAKULTAS ILMU KOMUNIKASI & MULTIMEDIA UNIVERSITAS MERCU BUANA YOGYAKARTA,"Alamat: 6CP7+VFH, Jl. Ring Road Utara, Ngropoh, Condongcatur, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
300,Condongcatur,DEPOK,Program Studi Ekonomi Program Internasional FBE UII,"Alamat: Gedung Ace Partadiredja, Jl. Ring Road Utara, Sanggrahan, Condongcatur, Kec. Depok, Yogyakarta, Daerah Istimewa Yogyakarta 55283 "
301,Condongcatur,DEPOK,Fakultas Bisnis dan Ekonomika UII,"Alamat: Jl. Prawiro Kuat, Ngringin, Condongcatur, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55283 "
302,Condongcatur,DEPOK,"Universitas Mercu Buana Yogyakarta, Kampus 3","Alamat: Jl. Ring Road Utara, Ngropoh, Condongcatur, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
303,Condongcatur,DEPOK,Laboratorium Konservasi Tanah Dan Reklamasi Lahan UPNVY Kampus 1,"Alamat: 6CQ6+5JX, Ngropoh, Condongcatur, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
304,Condongcatur,DEPOK,Pintu Utara UPN,"Alamat: 6CQ5+GMG, Ngropoh, Condongcatur, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
305,Condongcatur,DEPOK,Pendidikan Bahasa Inggris Umby Kampus Gejayan,"Alamat: Gg. Jemb. Merah Jl. Affandi No.83C, Soropadan, Condongcatur, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
306,Condongcatur,DEPOK,Entrepreneur Campus Universitas AMIKOM Yogyakarta,"Alamat: 6CR5+3M5, Ngringin, Condongcatur, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
307,Condongcatur,DEPOK,Gacor Jogja kita,"Alamat: 69QR+FRV, Depok, Candok, Condongcatur, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
308,Condongcatur,DEPOK,Magister Teknik Pertambangan,"Alamat: UPN Veteran Yogyakarta, Jl. Ring Road Utara, Ngropoh, Condongcatur, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
309,Condongcatur,DEPOK,Kos mas bayu wahid hasyim,"Alamat: Gg. Kantil No.175, Ngropoh, Condongcatur, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
310,Condongcatur,DEPOK,Pondok Pesantren Universitas Islam Indonesia,"Alamat: Jl. Selokan Mataram No.44, Dabag, Condongcatur, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
311,Condongcatur,DEPOK,Aula BSC Universitas Amikom Yogyakarta,"Alamat: 6CQ5+VPV, Ngringin, Condongcatur, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
312,Condongcatur,DEPOK,STPI BINA INSAN MULIA YOGYAKARTA,"Alamat: Jl. Jemb. Merah No.116, Prayan Kulon, Condongcatur, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55283 "
313,Condongcatur,DEPOK,Republik Demokratik Mercu Buana,"Alamat: Jl. Affandi Jl. Gejayan Soropadan XII No.84c, Soropadan, Condongcatur, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
314,Condongcatur,DEPOK,Stikes Guna Bangsa,"Alamat: Jl. Anggajaya 2 No.229, Sanggrahan, Condongcatur, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
315,Condongcatur,DEPOK,"Direktorat Administrasi, Akademik, dan Kemahasiswaan (DAAK) Amikom Yogyakarta","Alamat: 6CR5+5GJ, Ngringin, Condongcatur, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
316,Condongcatur,DEPOK,Pintu Barat Amikom,"Alamat: Jl. Nusa Indah No.1k, Ngringin, Condongcatur, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
317,Condongcatur,DEPOK,Magister Teknik Geologi,"Alamat: UPN Veteran Yogyakarta, Jl. Ring Road Utara, Ngropoh, Condongcatur, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
318,Condongcatur,DEPOK,"Jurusan Teknik Lingkungan UPN ""Veteran"" Yogyakarta","Alamat: 6CQ6+66W, Ngropoh, Condongcatur, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
319,Condongcatur,DEPOK,BESKEM KOMA,"Alamat: 7C25+8H9, Dero, Condongcatur, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
320,Condongcatur,DEPOK,Roomah Quran Beri Perubahan,"Alamat: Jln. Padjajaran, Jl. Ring Road Utara Gandok No.5b, RT.02/RW.55, Pikgondeng, Condongcatur, Depok, Sleman Regency, Special Region of Yogyakarta 55281 "
321,Condongcatur,DEPOK,STIKES Guna Bangsa Yogyakarta,"Alamat: Jl. Padjajaran No.Kel, Ngringin, Condongcatur, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55283 "
322,Condongcatur,DEPOK,Gedung International Program FBE UII,"Alamat: Kampus Fakultas Ekonomi UII, Jl. Prawiro Kuat, Ngringin, Condongcatur, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55283 "
323,Condongcatur,DEPOK,Jurusan Teknik Kimia,"Alamat: 6CQ5+4P2, Ngropoh, Condongcatur, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
324,Condongcatur,DEPOK,"KSR PMI UNIT III UPN ""VETERAN"" YOGYAKARTA","Alamat: 6CP4+QX9, Ngropoh, Condongcatur, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
325,Condongcatur,DEPOK,Gedung Rektorat Panglima Besar Sudirman,"Alamat: UPN Veteran Yogyakarta, Jl. Ring Road Utara, Ngropoh, Condongcatur, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
326,Condongcatur,DEPOK,Sastra Inggris STBA LIA Yk,"Alamat: JL. Lingkar Utara, Pandeansari IV/8, Candok, Condongcatur, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
327,Condongcatur,DEPOK,Politeknik Kesehatan Permata Indonesia,"Alamat: Jl. Ring Road Utara No.28B, Candok, Condongcatur, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
328,Condongcatur,DEPOK,"Teknik Geologi UPN ""Veteran"" Yogyakarta","Alamat: 6CP6+Q22, Ngropoh, Condongcatur, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
329,Condongcatur,DEPOK,"Sekretariat DPM FEB UPN ""Veteran"" Yogyakarta","Alamat: UPN “Veteran” Yogyakarta, Gd. Ekonomi Manajemen, Jl. SWK Jl. Ring Road Utara No.104, Condongcatur, Daerah Istimewa Yogyakarta 55283 "
330,Condongcatur,DEPOK,Pondok Pesantren Mahasiswa Baiturrahman (MBR),"Alamat: 792X+43F, Candok, Condongcatur, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55283 "
331,Condongcatur,DEPOK,FAAZ LAUNDRY,"Alamat: 6CX5+VFGDero, Condongcatur, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta "
332,Condongcatur,DEPOK,Pesantren Darul Farah,"Alamat: 69PW+8JQ, Kaliwaru, Condongcatur, Kec. Depok, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
333,Sendangtirto,BERBAH,Firmansyah Fams,"Alamat: 5CJP+2GW, Jl. Minggiran, Minggiran, Sendangtirto, Kec. Berbah, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55573 "
334,Sendangtirto,BERBAH,Resimen Taruna Akademi Leng,"Alamat: Jl. Tampungan No.132, Tampungan, Sendangtirto, Kec. Berbah, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55573 "
335,Sendangtirto,BERBAH,Seniman dongklak,"Alamat: 5CFM+9XP, Jl. Wonosari, Dawukan, Sendangtirto, Kec. Berbah, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55573 "
336,Tegaltirto,BERBAH,Pak Slamet heri berbah,"Alamat: 5CWV+5C2, Berbah, Tegaltirto, Kec. Berbah, Kabupaten Sleman, Daerah Istimewa Yogyakarta "
337,Tegaltirto,BERBAH,STT Biwara Wacana,"Alamat: 6C8X+33Q, Jl. Jagalan Utara, Jagalan, Tegaltirto, Kec. Berbah, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55573 "
338,Kalitirto,BERBAH,Rumah Bg Sri,"Alamat: Gg. Arjuno No.25, Baran, Kalitirto, Kec. Berbah, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55573 "
339,Jogotirto,BERBAH,PSHT TRUKAN,"Alamat: 5FPM+867, Bulu, Jogotirto, Kec. Berbah, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55573 "
340,Jogotirto,BERBAH,haryhermawan.com,"Alamat: 5FPM+493, Bulu, Jogotirto, Kec. Berbah, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55573 "
341,Bokoharjo,PRAMBANAN,Omah'e Fajri,"Alamat: 6FRP+XQ4, Klurak Baru, Bokoharjo, Kec. Prambanan, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55572 "
342,Bokoharjo,PRAMBANAN,Madrasah Tsanawiyah Hasyim Asyari,"Alamat: JL Piyungan Prambanan, Km 1, Klurak Baru, Bokoharjo, Yogyakarta, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55572 "
343,Purwomartani,KALASAN,Immanuel Christian University - UKRIM,"Alamat: Jl. Ukrim No.KM. 11, Kadirojo I, Purwomartani, Kec. Kalasan, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55571 "
344,Purwomartani,KALASAN,Fakultas Farmasi Universitas Kristen Immanuel,"Alamat: 6FG2+23C, Cupuwatu I, Purwomartani, Kec. Kalasan, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55232 "
345,Purwomartani,KALASAN,Fakultas Teknik UKRIM,"Alamat: 6CFX+MPF, Jl. Ukrim, Cupuwatu I, Purwomartani, Kec. Kalasan, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55571 "
346,Purwomartani,KALASAN,KOS EMILI,"Alamat: Cupuwatu I, Purwomartani, Kec. Kalasan, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55571 "
347,Purwomartani,KALASAN,Casa del Jayanagari,"Alamat: 6CWV+P2P, Kadisoko, Purwomartani, Kec. Kalasan, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
348,Tamanmartani,KALASAN,Gubuk Kalasan,"Alamat: 6FXM+58F, Jl. karangmojo, Carikan, Tamanmartani, Kec. Kalasan, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55571 "
349,Tamanmartani,KALASAN,Sekolah Tinggi Theologia Nazarene Indonesia,"Alamat: 6CVQ+WPJ, Sekolah Tinggi Theologia Nazarene Indonesia, Jl. Kadisoka Kalasan, Banjeng, Tamanmartani, Kec. Kalasan, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55281 "
350,Bimomartani,NGEMPLAK,Rumah Adli satirme gwejh bilek,"Alamat: 7FVC+575, Area Sawah, Bimomartani, Kec. Ngemplak, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55584 "
351,Widodomartani,NGEMPLAK,rumahku,"Alamat: 7FX4+FH3, Area Sawah, Widodomartani, Kec. Ngemplak, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55584 "
